,Index,Tweet,Hindi,English,Other
6427,6428,i/EN hate/EN yuvraj/HI ,"[('yuvraj', 'INJ')]","[('i', 'NN')]",
6428,6429,i/EN hate/EN dhanapur/HI ,"[('dhanapur', 'INJ')]","[('i', 'NN')]",
6429,6430,bolay/HI bolay/HI filhal/HI tw/EN live/EN rape/EN dekhey/HI ,"[('bolay', 'UNK'), ('filhal', 'VM'), ('dekhey', 'SYM')]","[('live', 'JJ')]",
6430,6431,bhai/HI ye/EN to/EN bht/HI ganda/HI rape/EN horha/HI he/EN ab/EN mardo/HI k/EN b/EN rape/EN hone/EN lage/HI tumhare/HI han/EN ,"[('bhai', 'QO'), ('ganda', 'NN'), ('horha', 'PSP'), ('lage', 'VAUX')]","[('to', 'TO'), ('ab', 'VB'), ('k', 'NN'), ('rape', 'NN'), ('han', 'NN')]",
6431,6432,logic/EN samaj/HI aata/HI tho/EN bhai/HI tum/HI log/EN poore/HI duniya/HI me/EN terrorism/EN kyo/HI failate/HI ,"[('aata', 'UNK'), ('bhai', 'VM'), ('duniya', 'VAUX'), ('failate', 'SYM')]","[('logic', 'JJ'), ('log', 'NN'), ('terrorism', 'NN')]",
6432,6433,this/EN is/EN y/EN i/EN hate/EN rohit/HI sharma/EN rohit/HI ne/EN de/EN diya/HI mauka/HI ,"[('diya', 'INJ')]","[('this', 'DT'), ('y', 'NN'), ('hate', 'NN'), ('sharma', 'NN'), ('ne', 'NN')]",
6433,6434,tum/HI kaisa/HI kah/HI sakto/HI ho/EN hum/EN terrorism/EN phala/HI rahen/HI sala/EN hum/EN na/EN teri/EN biwi/HI ke/EN shalwar/HI ma/EN bomb/EN chora/HI tha/EN kiya/HI ba/EN ,"[('tum', 'QO'), ('kah', 'NN'), ('rahen', 'PSP'), ('chora', 'NN'), ('kiya', 'NN')]","[('ho', 'NN'), ('terrorism', 'NN'), ('hum', 'NN'), ('teri', 'NN'), ('ke', 'NN'), ('ma', 'NN')]",
6434,6435,sab/EN se/EN zaida/EN ashwin/EN ka/EN rape/EN hua/EN hai/EN #indvpak/OTHER ,"[('', 'INJ')]","[('sab', 'NN'), ('zaida', 'NN'), ('ka', 'NN'), ('hua', 'NN')]",#indvpak
6435,6436,abe/EN gandu/EN hum/EN baap/HI log/EN hi/EN hain/EN gawar/HI saale/HI pehle/HI apna/HI terrorism/EN wala/HI desh/HI ko/EN sambhalo/HI ,"[('saale', 'NN'), ('apna', 'NN'), ('wala', 'PSP')]","[('abe', 'NN'), ('hum', 'NN'), ('log', 'NN'), ('hain', 'NN'), ('ko', 'NN')]",
6436,6437,bilkul/HI sir/EN terrorism/EN hi/EN khatm/HI karne/HI ki/EN koshish/HI kar/HI rahe/HI hain/EN kulbhoshan/HI ki/EN phaansi/HI se/EN kuch/HI to/EN kami/HI ayegi/HI hi/EN ,"[('bilkul', 'UNK'), ('khatm', 'VM'), ('kar', 'VAUX'), ('ayegi', 'SYM')]","[('terrorism', 'NN'), ('ki', 'NN'), ('hain', 'NN'), ('ki', 'NN'), ('se', 'NN'), ('to', 'TO')]",
6437,6438,shaqal/HI say/EN he/EN tu/EN kisi/HI rape/EN ki/EN paidawar/HI lagta/HI hai/EN bata/EN kitnay/HI bap/HI hain/EN teray/HI ,"[('shaqal', 'UNK'), ('kisi', 'VM'), ('lagta', 'VAUX'), ('bap', 'VAUX'), ('teray', 'SYM')]","[('he', 'PRP'), ('ki', 'VBZ'), ('bata', 'NN')]",
6438,6439,abhi/HI kulbushan/HI yadav/HI ko/EN phansi/HI de/EN kar/HI terrorism/EN band/EN karty/HI hain/EN ,"[('abhi', 'UNK'), ('yadav', 'VM'), ('phansi', 'VAUX'), ('kar', 'SYM')]","[('band', 'NN'), ('hain', 'NN')]",
6439,6440,nd/EN hmare/HI bhagwan/HI ko/EN convo/EN me/EN law/EN tum/HI ab/EN tum/HI ye/EN bhi/HI bata/EN do/EN tumhare/HI tharki/HI mohd/HI ne/EN yrs/EN ki/EN bacchi/HI ayesha/HI ka/EN rape/EN q/EN kia/EN gawar/HI tharki/HI mohd/HI ,"[('bhagwan', 'UNK'), ('tumhare', 'VM'), ('mohd', 'VAUX'), ('bacchi', 'VAUX'), ('gawar', 'VAUX'), ('mohd', 'SYM')]","[('nd', 'RB'), ('convo', 'NN'), ('law', 'NN'), ('ab', 'NN'), ('ye', 'NN'), ('bata', 'NN'), ('yrs', 'NN'), ('ka', 'NN'), ('q', 'NN')]",
6440,6441,i/EN hate/EN this/EN gola/HI bhallo/HI yuvraj/HI singh/EN ,"[('bhallo', 'INJ')]","[('i', 'NN'), ('this', 'DT'), ('singh', 'NN')]",
6441,6442,aur/EN india/EN ki/EN un/EN aurton/EN se/EN bhi/HI ziyada/HI hai/EN jo/EN rape/EN victim/EN nahin/HI hain/EN ,"[('bhi', 'RBC'), ('nahin', 'SYM')]","[('aur', 'NN'), ('ki', 'VBZ'), ('aurton', 'RP'), ('hai', 'NNS'), ('rape', 'NN')]",
6442,6443,pakistan/EN jeet/HI rahi/HI hai/EN chalo/HI iftari/HI rakh/HI lete/HI how/EN much/EN i/EN hate/EN this/EN ,"[('rahi', 'SYM'), ('chalo', 'NNP'), ('rakh', 'NNP')]","[('pakistan', 'VB'), ('how', 'WRB'), ('i', 'NN'), ('this', 'DT')]",
6443,6444,wahi/HI tho/EN apne/HI yahan/HI thoda/HI rape/EN cases/EN badhte/HI hain/EN aur/EN hamein/HI kharab/HI lagne/HI lagta/HI hai/EN ,"[('wahi', 'UNK'), ('apne', 'VM'), ('thoda', 'VAUX'), ('hamein', 'VAUX'), ('lagne', 'SYM')]","[('cases', 'NNS'), ('hain', 'VBP'), ('hai', 'NN')]",
6444,6445,khila/HI v/EN dete/EN h/EN inhe/HI indians/EN ki/EN tatti/HI khake/HI toh/HI inhe/HI dimag/HI aaye/HI dimag/HI toh/HI terrorism/EN k/EN alava/HI or/EN kisy/EN chiz/HI me/EN lagta/HI ni/EN inkakhake/HI toh/HI aaye/HI ,"[('khila', 'VM'), ('inhe', 'VAUX'), ('khake', 'SYM'), ('inhe', 'NN'), ('aaye', 'VM'), ('toh', 'VAUX'), ('chiz', 'VAUX'), ('lagta', 'VAUX'), ('inkakhake', 'VAUX'), ('aaye', 'VAUX')]","[('dete', 'JJ'), ('ki', 'NN'), ('k', 'NN'), ('or', 'CC')]",
6445,6446,haan/EN teri/EN maa/HI ki/HI choot/HI mein/EN kitne/HI rape/EN huey/EN the/EN jo/EN tu/EN hua/EN ,"[('maa', 'UNK'), ('choot', 'VM'), ('kitne', 'SYM')]","[('haan', 'NN'), ('huey', 'NN'), ('jo', 'NN'), ('hua', 'NN')]",
6446,6447,itti/HI khushi/HI ki/HI baat/HI nhin/HI hai/EN century/EN bna/EN ke/EN ja/EN raha/HI hai/EN vo/EN hate/EN u/EN so/EN much/EN mr/EN zaman/HI ,"[('itti', 'VAUX'), ('ki', 'CC'), ('nhin', 'NN'), ('raha', 'VM'), ('zaman', 'VM')]","[('century', 'NN'), ('ke', 'NN'), ('vo', 'NN'), ('u', 'RB'), ('much', 'JJ')]",
6447,6448,accha/EN theek/EN he/EN matt/EN band/EN karo/EN terrorism/EN jab/EN taliban/EN aapke/HI schools/EN main/EN ghuskar/HI khoon/HI ki/EN holi/EN khelte/HI hain/EN tab/EN kaisa/HI lagta/HI he/EN aapko/HI ,"[('ghuskar', 'UNK'), ('khelte', 'VM'), ('lagta', 'VAUX'), ('aapko', 'SYM')]","[('accha', 'NN'), ('he', 'PRP'), ('band', 'VBZ'), ('terrorism', 'NN'), ('taliban', 'NN'), ('schools', 'NNS'), ('ki', 'VBP'), ('tab', 'NN')]",
6448,6449,#pakistan/OTHER runs/EN karle/HI lekin/HI #baapbaaphotahai/OTHER tu/EN toh/HI jeet/HI nehi/HI payega/HI #ct/OTHER aukat/HI kya/EN hain/EN tera/HI #terrorism/OTHER ,"[('karle', 'UNK'), ('toh', 'VM'), ('nehi', 'VAUX'), ('tera', 'SYM')]","[('kya', 'NN')]",#pakistan #baapbaaphotahai #ct
6449,6450,bus/EN isi/EN mein/EN khusi/HI mil/EN jayegi/HI tumhare/HI desh/HI ko/EN aur/EN toh/HI kuch/HI kar/HI nahi/HI sakte/HI terrorism/EN ke/EN alawa/HI tum/HI log/EN ,"[('tumhare', 'UNK'), ('toh', 'VM'), ('kar', 'VAUX'), ('sakte', 'VAUX'), ('tum', 'SYM')]","[('bus', 'NN'), ('mein', 'NN'), ('mil', 'NN'), ('ko', 'NN'), ('ke', 'NN')]",
6450,6451,motherchod/HI wo/EN to/EN ajse/EN sal/EN pehle/HI nahi/HI tha/EN pichle/HI saal/HI se/EN us/EN ungli/HI kar/HI raha/HI hai/EN isiliye/HI terrorism/EN hue/EN hai/EN ,"[('motherchod', 'QFC'), ('nahi', 'QF'), ('pichle', 'NN'), ('ungli', 'PSP'), ('raha', 'VM'), ('isiliye', 'VM')]","[('to', 'TO'), ('sal', 'VB'), ('se', 'JJ'), ('hue', 'NN')]",
6451,6452,bhai/HI ye/EN india/EN ka/EN rape/EN chal/HI raha/HI hai/EN ,"[('bhai', 'UNK'), ('raha', 'VM')]","[('india', 'NN'), ('rape', 'NN')]",
6452,6453,bhai/HI ye/EN india/EN ka/EN rape/EN chal/HI raha/HI hai/EN ,"[('bhai', 'UNK'), ('raha', 'VM')]","[('india', 'NN'), ('rape', 'NN')]",
6453,6454,blooch/HI mie/HI dkho/HI kitne/HI rape/EN hoo/EN rahe/HI sabse/HI jadya/HI rape/EN pak/EN maie/HI hei/EN hoote/HI hai/EN ,"[('blooch', 'UNK'), ('dkho', 'VM'), ('rahe', 'VAUX'), ('jadya', 'VAUX')]","[('rape', 'NN'), ('pak', 'NN'), ('hei', 'NN'), ('hai', 'NN')]",
6454,6455,aaj/HI terrorism/EN k/EN sath/HI tmhare/HI ghar/HI warh/HI jayen/HI ge/EN ,"[('aaj', 'UNK'), ('tmhare', 'VM'), ('warh', 'SYM')]","[('k', 'NN'), ('ge', 'NN')]",
6455,6456,jadeja/HI ka/EN rape/EN hogya/EN hai/EN ,"[('jadeja', 'INJ')]","[('rape', 'NN'), ('hai', 'NN')]",
6456,6457,aur/EN tum/EN log/EN rape/EN karna/HI chor/HI do/EN humain/EN b/EN haar/HI manzoor/HI hogi/HI ,"[('karna', 'RBC'), ('manzoor', 'SYM')]","[('aur', 'NN'), ('log', 'NN'), ('do', 'VBP'), ('b', 'VB')]",
6457,6458,ji/EN mujhe/EN to/EN sardaron/HI par/EN bane/EN jokes/EN bhi/HI pasand/HI nahi/HI i/EN hate/EN it/EN ,"[('pasand', 'INJ')]","[('ji', 'NN'), ('to', 'TO'), ('par', 'NN'), ('jokes', 'NNS'), ('i', 'VBP'), ('it', 'PRP')]",
6458,6459,ha/EN ha/EN ha/EN jaise/EN pak/EN me/EN rape/EN nahi/HI hota/HI bhai/HI pak/EN is/EN the/EN no/EN in/EN terrorist/EN supply/EN riot/EN hua/EN bandh/HI bhi/HI hogaya/HI pak/EN ne/EN kya/EN terrorism/EN chor/HI diya/HI ,"[('hota', 'UNK'), ('bhi', 'VM'), ('chor', 'SYM')]","[('ha', 'NN'), ('ha', 'NN'), ('pak', 'NN'), ('rape', 'NN'), ('pak', 'VBZ'), ('the', 'DT'), ('in', 'IN'), ('supply', 'NN'), ('hua', 'NN'), ('pak', 'NN'), ('kya', 'NN')]",
6459,6460,apko/HI pata/HI b/EN hai/EN k/EN terrorism/EN kon/HI kar/HI raha/HI hai/EN aur/EN terrorism/EN hoti/HI kya/EN hai/EN nahi/HI nahi/HI ap/EN kuch/HI b/EN nahi/HI janty/HI ,"[('apko', 'INTF'), ('kon', 'JJ'), ('raha', 'VM'), ('hoti', 'VAUX'), ('nahi', 'VAUX'), ('kuch', 'VAUX'), ('nahi', 'SYM')]","[('b', 'NN'), ('k', 'NN'), ('aur', 'NN'), ('hai', 'NN')]",
6460,6461,darze/HI nai/EN kehte/HI darje/HI kehte/HI loruu/HI singhh/HI na/EN bolna/HI aata/HI hai/EN na/EN ilkhna/HI gang/EN rape/EN ki/EN birth/EN hai/EN tumari/HI yaqeenan/HI hahaa/EN ,"[('darze', 'UNK'), ('kehte', 'VM'), ('kehte', 'VAUX'), ('singhh', 'VAUX'), ('bolna', 'VAUX'), ('ilkhna', 'VAUX'), ('tumari', 'SYM')]","[('hai', 'NN'), ('rape', 'NN'), ('birth', 'NN'), ('hahaa', 'NN')]",
6461,6462,i/EN hate/EN it/EN when/EN ramiz/EN raja/EN comes/EN on/EN buri/HI nazar/HI ye/EN hi/EN lagata/HI hai/EN ,"[('buri', 'RBC'), ('lagata', 'SYM')]","[('i', 'NN'), ('it', 'PRP'), ('ramiz', 'VBZ'), ('comes', 'VBZ'), ('ye', 'RB')]",
6462,6463,apni/HI maa/HI ka/EN rape/EN ka/EN shayad/HI hi/EN koi/EN itna/HI jashn/HI manata/HI ho/EN dharm/EN ke/EN saath/HI khoon/HI bhi/HI badal/HI gaya/HI tha/EN lagta/HI hai/EN gandi/HI naali/HI ke/EN keede/HI ,"[('apni', 'QFC'), ('itna', 'QF'), ('manata', 'NN'), ('saath', 'PSP'), ('bhi', 'NN'), ('gaya', 'VM'), ('lagta', 'VAUX'), ('gandi', 'SYM')]","[('ka', 'NN'), ('ka', 'NN'), ('hi', 'NN'), ('dharm', 'NN'), ('ke', 'NN')]",
6463,6464,apna/HI desh/HI sambhalo/HI pehle/HI sara/EN world/EN mai/EN jo/EN terrorism/EN faila/HI rahe/HI hai/EN wo/EN silhaynge/HI humain/EN k/EN hum/EN kaise/HI apna/HI desh/HI chalaye/HI ,"[('apna', 'UNK'), ('sambhalo', 'VM'), ('rahe', 'VAUX'), ('apna', 'VAUX'), ('chalaye', 'SYM')]","[('sara', 'NN'), ('mai', 'VBZ'), ('terrorism', 'NN'), ('wo', 'MD'), ('humain', 'VB'), ('hum', 'NN')]",
6464,6465,ap/EN kya/EN samajhte/HI ho/EN hum/EN khud/HI apne/HI hi/EN country/EN main/EN hum/EN khud/HI terrorism/EN karahe/HI hain/EN ,"[('samajhte', 'RBC'), ('apne', 'SYM')]","[('ap', 'JJ'), ('hum', 'NN'), ('country', 'NN'), ('hum', 'VBD'), ('terrorism', 'NN'), ('hain', 'NN')]",
6465,6466,#hum/OTHER band/EN karay/EN ya/EN tum/EN log/EN bandy/EN bhaijna/HI band/EN kardo/HI tum/HI log/EN he/EN terrorism/EN k/EN baap/HI ho/EN ,"[('tum', 'INJ')]","[('karay', 'NN'), ('tum', 'NN'), ('bandy', 'NN'), ('band', 'NN'), ('he', 'PRP'), ('k', 'VBZ'), ('ho', 'NN')]",#hum
6466,6467,yadav/HI ugly/EN tu/EN indian/EN tha/EN na/EN aur/EN bhi/HI proxies/EN pakri/HI hain/EN humne/HI indian/EN terrorism/EN ki/EN tabhi/HI tu/EN mashaallah/HI sukoon/HI hai/EN ,"[('yadav', 'RBC'), ('sukoon', 'SYM')]","[('tu', 'NN'), ('tha', 'NN'), ('aur', 'NN'), ('proxies', 'NNS'), ('hain', 'VBP'), ('indian', 'JJ'), ('ki', 'NN'), ('tu', 'NN')]",
6467,6468,ek/EN din/EN v/EN aisa/EN nhi/EN jata/HI jab/EN kisi/HI ka/EN rape/EN na/EN hua/EN ho/EN india/EN has/EN become/EN the/EN land/EN of/EN rapes/EN #shameonuspic/OTHER twitter/EN com/EN aenaybogf/HI ,"[('', 'INJ')]","[('ek', 'NN'), ('v', 'NN'), ('nhi', 'JJ'), ('jab', 'NN'), ('ka', 'NN'), ('na', 'NN'), ('ho', 'NN'), ('has', 'VBZ'), ('the', 'DT'), ('of', 'IN'), ('com', 'NN')]",#shameonuspic
6468,6469,pyar/HI me/EN dard/EN bohat/HI hota/HI hai/EN yar/EN i/EN hate/EN you/EN s/EN ,"[('pyar', 'RBC'), ('hota', 'SYM')]","[('dard', 'NN'), ('yar', 'NN'), ('hate', 'NN'), ('s', 'NN')]",
6469,6470,rape/EN ke/EN aropi/EN yusuf/EN ko/EN wha/EN ki/EN police/EN bachane/HI ki/EN kosis/HI kar/HI rhi/HI hai/EN jo/EN ki/EN ek/EN blatkaari/HI hai/EN ye/EN kaun/HI btayega/HI is/EN tweet/EN me/OTHER #public/OTHER shi/EN kr/EN rhi/HI hai/EN ,"[('bachane', 'VM'), ('kosis', 'VAUX'), ('rhi', 'VAUX'), ('kaun', 'VAUX'), ('rhi', 'SYM')]","[('rape', 'NN'), ('aropi', 'NN'), ('ko', 'NN'), ('ki', 'NN'), ('jo', 'NN'), ('ek', 'NN'), ('hai', 'NN'), ('is', 'VBZ'), ('shi', 'JJ')]",me
6470,6471,and/EN yeah/EN kulbhushan/HI jadhav/HI ki/HI taraf/HI se/EN namasaty/HI terrorism/EN ki/EN bad/EN karte/HI hai/EN bloody/EN rapist/EN ,"[('kulbhushan', 'RB'), ('ki', 'CC')]","[('and', 'CC'), ('se', 'JJ'), ('terrorism', 'NN'), ('bad', 'JJ'), ('hai', 'NN'), ('rapist', 'NN')]",
6471,6472,tabhi/HI to/EN india/EN ke/EN har/EN gali/HI mein/EN rape/EN hota/HI hai/EN ,"[('tabhi', 'RBC'), ('hota', 'SYM')]","[('india', 'NN'), ('har', 'NN'), ('mein', 'NN')]",
6472,6473,tum/EN log/EN karte/EN ho/EN baigairat/HI kaum/HI maszido/HI me/EN bomb/EN blast/EN karte/HI ho/EN afghanistan/EN me/EN terrorism/EN phaila/HI rakha/HI hai/EN saalo/HI tum/HI logo/EN ne/EN ,"[('baigairat', 'QFC'), ('maszido', 'QF'), ('karte', 'NN'), ('rakha', 'VM'), ('saalo', 'VM')]","[('tum', 'NN'), ('karte', 'NN'), ('bomb', 'NN'), ('afghanistan', 'VBD'), ('terrorism', 'NN'), ('logo', 'NN')]",
6473,6474,yeh/HI toh/HI pathani/HI kutte/HI hain/HI ko/EN ladkiyon/HI ka/EN rape/EN karte/HI hain/EN yaad/HI nahi/HI bangladeshi/EN ko/EN mai/EN kisne/HI rape/EN kiya/HI porki/HI ,"[('yeh', 'UNK'), ('pathani', 'VM'), ('hain', 'VAUX'), ('ladkiyon', 'VAUX'), ('nahi', 'VAUX'), ('kisne', 'VAUX'), ('kiya', 'SYM')]","[('rape', 'NN'), ('hain', 'NN'), ('ko', 'NN')]",
6474,6475,sir/EN him/EN pakistani/EN terrorism/EN nahi/HI hien/EN him/EN to/EN pyaar/HI karna/HI or/EN pyaar/HI bantna/HI jaanty/HI hien/EN terrorism/EN to/EN hum/EN pey/HI hoti/HI hai/EN ,"[('nahi', 'UNK'), ('pyaar', 'VM'), ('bantna', 'VAUX'), ('pey', 'SYM')]","[('sir', 'JJ'), ('pakistani', 'NN'), ('him', 'PRP'), ('or', 'CC'), ('hien', 'VB'), ('to', 'TO'), ('hai', 'VB')]",
6475,6476,bas/EN porkistan/EN ka/EN rape/EN start/EN hone/EN wala/HI hai/EN dekh/HI ache/EN se/EN maa/HI k/EN loude/EN hijde/HI ,"[('wala', 'UNK'), ('dekh', 'VM'), ('hijde', 'SYM')]","[('bas', 'NN'), ('ka', 'VB'), ('start', 'NN'), ('se', 'NN'), ('k', 'NN')]",
6476,6477,haan/EN bilkul/EN jo/EN rape/EN kr/EN k/EN aur/EN logo/EN ko/EN lynch/EN kr/EN k/EN maza/HI lay/EN aisa/EN maza/HI nai/EN chahiye/HI ,"[('maza', 'INJ')]","[('haan', 'NN'), ('jo', 'NN'), ('kr', 'NN'), ('aur', 'NN'), ('ko', 'NN'), ('kr', 'NN'), ('aisa', 'NN'), ('nai', 'NN')]",
6477,6478,#pakistan/OTHER mein/EN aurto/EN ka/EN rape/EN nahin/HI hota/HI hain/EN kya/EN ,"[('hota', 'INJ')]","[('aurto', 'JJ'), ('rape', 'NN'), ('kya', 'NN')]",#pakistan
6478,6479,yaar/HI tum/HI hamain/HI sikha/HI rahy/HI ho/EN k/EN terrorism/EN band/EN karo/EN pehly/HI hamara/HI jo/EN kashmir/EN tum/HI logn/EN ny/EN hathaya/HI hua/EN hai/EN usko/HI tw/EN peace/EN main/EN rakho/HI ,"[('yaar', 'UNK'), ('hamain', 'VM'), ('rahy', 'VAUX'), ('pehly', 'VAUX'), ('tum', 'VAUX'), ('usko', 'VAUX'), ('rakho', 'SYM')]","[('k', 'NN'), ('band', 'NN'), ('jo', 'NN'), ('ny', 'JJ'), ('hua', 'NN'), ('peace', 'NN')]",
6479,6480,#ayecarry/OTHER tujhe/EN pta/EN ki/EN katta/EN kya/EN hota/HI avi/EN gujjar/HI ke/EN rape/EN se/EN phele/HI ,"[('hota', 'UNK'), ('gujjar', 'VM'), ('phele', 'SYM')]","[('pta', 'NN'), ('katta', 'NN'), ('rape', 'NN')]",#ayecarry
6480,6481,aray/EN terrorist/EN to/EN tm/EN khud/HI ho/EN jo/EN pakistan/EN ke/EN khilaf/HI terrorism/EN krte/HI ho/EN aur/EN wese/EN washroom/EN bana/EN rahe/HI ho/EN ya/EN hum/EN imdad/EN karen/EN hahaha/EN ,"[('khud', 'INJ')]","[('aray', 'NN'), ('to', 'TO'), ('jo', 'VB'), ('ke', 'JJ'), ('terrorism', 'NN'), ('ho', 'VBZ'), ('wese', 'JJ'), ('bana', 'NNS'), ('ho', 'VBP'), ('hum', 'NN'), ('karen', 'NN')]",
6481,6482,or/EN pakistan/EN me/EN hindu/EN ki/EN kya/EN halat/HI hai/EN dekhi/HI hai/EN maine/EN kashmir/EN me/EN terrorism/EN pakistan/EN sponsored/EN hai/EN kashmiri/EN musalman/HI hai/EN to/EN shanti/HI se/EN rehne/HI ,"[('halat', 'UNK'), ('dekhi', 'VM'), ('musalman', 'SYM')]","[('or', 'CC'), ('me', 'PRP'), ('ki', 'VBP'), ('maine', 'VB'), ('me', 'PRP'), ('pakistan', 'JJ'), ('hai', 'NN'), ('to', 'TO'), ('se', 'VB')]",
6482,6483,girl/EN in/EN india/EN na/EN so/EN ab/EN ap/EN bharat/HI mata/EN ki/EN jai/EN ki/EN bijaye/HI kia/EN rape/EN mata/EN ki/EN jai/EN kehtay/HI ho/EN again/EN family/EN ko/EN dhyan/HI sai/EN bhejna/HI londay/EN pak/EN kai/EN ,"[('bijaye', 'RBC'), ('kehtay', 'SYM')]","[('girl', 'NN'), ('india', 'NNS'), ('so', 'RB'), ('ap', 'JJ'), ('mata', 'NNS'), ('jai', 'NN'), ('rape', 'NN'), ('ki', 'NN'), ('again', 'RB'), ('ko', 'JJ'), ('sai', 'NN'), ('londay', 'NN'), ('kai', 'VB')]",
6483,6484,pakistan/EN terrorism/EN ki/EN kheti/HI chor/HI dega/HI tho/EN khayega/HI kahan/EN se/EN ooski/HI ooplabddhi/HI aur/EN hai/EN kya/EN ,"[('chor', 'RBC'), ('ooski', 'SYM')]","[('pakistan', 'NN'), ('ki', 'NN'), ('tho', 'NN'), ('kahan', 'NN'), ('aur', 'NN'), ('kya', 'NN')]",
6484,6485,terrorism/EN hum/EN kartey/EN hey/EN khud/HI to/EN jese/EN angel/EN sari/EN barbadi/HI sari/EN tabah/HI ho/EN wo/EN bhi/HI hamaray/HI mulk/HI mein/EN sharam/HI to/EN nhin/HI he/EN insha/EN allah/EN hum/EN jeete/HI gey/EN ,"[('khud', 'UNK'), ('bhi', 'VM'), ('mulk', 'VAUX'), ('sharam', 'VAUX'), ('nhin', 'SYM')]","[('terrorism', 'NN'), ('kartey', 'VBZ'), ('jese', 'JJ'), ('sari', 'NNS'), ('sari', 'VBP'), ('ho', 'NN'), ('insha', 'NN'), ('hum', 'NN'), ('gey', 'NN')]",
6485,6486,i/EN hate/EN pankaj/HI udash/HI ,"[('pankaj', 'INJ')]","[('i', 'NN')]",
6486,6487,d/EN sey/EN kuch/HI sikho/HI aur/HI apna/HI mulk/HI ko/EN support/EN karo/EN love/EN hate/EN wala/HI c/EN band/EN karo/EN ,"[('kuch', 'UNK'), ('aur', 'VM'), ('mulk', 'VAUX'), ('wala', 'SYM')]","[('d', 'JJ'), ('support', 'NN'), ('love', 'NN'), ('band', 'NN')]",
6487,6488,uncle/EN jaani/HI apne/HI rashtra/HI ka/EN terrorism/EN band/EN karwao/HI pehle/HI kaafi/HI zyada/HI ho/EN gaya/HI hai/EN aaj/HI kal/HI ,"[('apne', 'UNK'), ('pehle', 'VM'), ('zyada', 'VAUX'), ('gaya', 'VAUX'), ('aaj', 'SYM')]","[('uncle', 'NN'), ('ka', 'NNS'), ('band', 'VBP')]",
6488,6489,tum/HI keh/HI tay/EN pakistan/EN acha/HI nahi/HI chalo/HI thik/HI hai/EN tumare/HI india/EN acha/HI phir/HI kise/HI mother/EN sister/EN safe/EN kyun/HI nahi/HI jawab/HI hain/EN mint/EN ek/EN rape/EN hota/HI hai/EN ,"[('tum', 'RBC'), ('acha', 'SYM'), ('chalo', 'NNP'), ('phir', 'PSP'), ('nahi', 'VM'), ('hota', 'SYM')]","[('tay', 'NN'), ('hai', 'VBZ'), ('india', 'JJ'), ('mother', 'NN'), ('safe', 'JJ'), ('hain', 'NN'), ('ek', 'NN')]",
6489,6490,dogs/EN to/EN muslims/EN hai/EN pakistan/EN jaise/HI jo/EN sirf/HI terrorism/EN janta/HI hai/EN aur/EN kuchh/HI nahi/HI ,"[('kuchh', 'INJ')]","[('dogs', 'NNS'), ('muslims', 'NNS'), ('pakistan', 'VBP'), ('jo', 'JJ'), ('terrorism', 'NN'), ('hai', 'NN')]",
6490,6491,ye/EN log/EN kaun/EN hai/EN jo/EN roz/EN rape/EN killing/EN karte/HI hai/EN ,"[('karte', 'INJ')]","[('ye', 'NN'), ('kaun', 'NN'), ('jo', 'NN'), ('rape', 'NN')]",
6491,6492,pakistan/EN ko/EN terrorism/EN chodne/HI kahna/HI thik/HI waisa/HI hi/EN h/EN jaise/HI chirss/HI gyal/HI ko/EN kahna/HI bhai/HI dhup/HI me/EN mat/EN khada/HI ho/EN kala/HI ho/EN jayega/HI ,"[('kahna', 'QO'), ('waisa', 'NN'), ('chirss', 'PSP'), ('bhai', 'NN'), ('khada', 'PSP'), ('kala', 'NN'), ('jayega', 'NN')]","[('pakistan', 'JJ'), ('terrorism', 'NN'), ('h', 'NN'), ('ko', 'VB'), ('me', 'PRP')]",
6492,6493,ke/EN sath/EN rape/EN kerne/EN ko/EN kaha/HI ,"[('', 'INJ')]","[('ke', 'NN'), ('rape', 'NN'), ('ko', 'NN')]",
6493,6494,isko/HI sirf/HI nonmuslims/HI ko/EN hi/EN hota/HI bandook/HI terrorism/EN taqiya/HI sharia/EN azaan/HI lekin/HI apne/HI pak/EN muslim/EN bhayi/HI banduon/HI k/EN saath/HI batcheet/HI se/EN hul/HI hoti/HI hai/EN ,"[('isko', 'QFC'), ('nonmuslims', 'QF'), ('bandook', 'NN'), ('taqiya', 'PSP'), ('azaan', 'NN'), ('apne', 'VM'), ('banduon', 'VAUX'), ('saath', 'VAUX'), ('hoti', 'SYM')]","[('hi', 'NN'), ('muslim', 'NN'), ('se', 'NN')]",
6494,6495,bakwaasto/HI lagega/HI hi/EN kyonki/EN terrorism/EN failanewale/HI tum/HI logho/HI isliye/HI koi/EN desh/HI pak/EN me/EN cricket/EN nhi/HI khelta/HI china/EN tum/HI logo/EN ko/EN roti/HI de/EN rha/HI hai/EN na/EN ,"[('bakwaasto', 'UNK'), ('tum', 'VM'), ('isliye', 'VAUX'), ('desh', 'VAUX'), ('nhi', 'VAUX'), ('roti', 'VAUX'), ('rha', 'SYM')]","[('hi', 'NN'), ('terrorism', 'NN'), ('me', 'PRP'), ('china', 'VBP'), ('logo', 'JJ'), ('na', 'NN')]",
